"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"978935","occ","","","21713","Felis obscura","species","199989","Late Pliocene","","3.6","2.588","4809"
"978936","occ","","","21713","Dinofelis","genus","41052","Late Pliocene","","3.6","2.588","4809"
"997976","occ","","","120834","Crocuta crocuta","species","232133","Middle Pleistocene","","0.781","0.126","38591"
"997980","occ","","","120834","Paguma larvata","species","232933","Middle Pleistocene","","0.781","0.126","38591"
"997981","occ","","","120834","Viverra zibetha","species","104163","Middle Pleistocene","","0.781","0.126","38591"
"997982","occ","","","120834","Felis","genus","41055","Middle Pleistocene","","0.781","0.126","38591"
"997983","occ","","","120834","Panthera tigris","species","104157","Middle Pleistocene","","0.781","0.126","38591"
"1006782","occ","","","32904","Viverra","genus","41018","Holocene","","0.0117","0","39115"
"1012546","occ","","","123831","Smilodon populator","species","51618","Pleistocene","","2.588","0.0117","39739"
"1015174","occ","","","124089","Felidae","family","41045","Late Pleistocene","","0.126","0.0117","39880"
"1020786","occ","","","93837","Crocuta crocuta","species","232133","Late Pleistocene","","0.126","0.0117","40497"
"1021250","occ","","","125085","Smilodon gracilis","species","51615","Late Pleistocene","","0.126","0.0117","40558"
"1021251","occ","","","125085","Smilodon fatalis","species","46515","Late Pleistocene","","0.126","0.0117","40558"
"1028907","occ","","","123875","Smilodon fatalis","species","46515","Pleistocene","","2.588","0.0117","40558"
"1028908","occ","","","123875","Smilodon gracilis","species","51615","Pleistocene","","2.588","0.0117","40558"
"1028956","occ","","","124319","Lynx rufus","species","46528","Pleistocene","","2.588","0.0117","40654"
"1034063","occ","","","126660","Felis","genus","41055","Pleistocene","","2.588","0.0117","41113"
"1034202","occ","","","20302","Miracinonyx inexpectatus","species","45365","Irvingtonian","","1.8","0.3","41080"
"1034203","occ","","","20302","Panthera leo atrox","subspecies","46509","Irvingtonian","","1.8","0.3","41080"
"1040217","occ","","","48126","Semigenetta","genus","41013","Middle Miocene","","15.97","11.608","41424"
"1074840","occ","","","133630","Smilodon","genus","41079","Middle Pleistocene","Late Pleistocene","0.781","0.0117","43044"
"1074877","occ","","","133644","Felis platensis","species","247633","Pleistocene","","2.588","0.0117","43044"
"1074878","occ","","","133644","Panthera onca","species","46524","Pleistocene","","2.588","0.0117","43044"
"1074879","occ","","","133644","Smilodon","genus","41079","Pleistocene","","2.588","0.0117","43044"
"1081824","occ","","","135820","Allohyaena kadici","species","249817","MN 11","","8.7","7.75","9557"
"1081825","occ","","","135820","Allohyaena kadici","species","249817","MN 11","","8.7","7.75","9557"
"1081826","occ","","","69802","Allohyaena kadici","species","249817","MN 11","","8.7","7.75","43474"
"1087317","occ","","","136420","Leopardus pardalis","species","46525","Late Pleistocene","Holocene","0.126","0","43594"
"1087320","occ","","","136498","Smilodon populator","species","51618","Late Pleistocene","Holocene","0.126","0","43594"
"1087321","occ","","","136498","Leopardus pardalis","species","46525","Late Pleistocene","Holocene","0.126","0","43594"
"1087322","occ","","","136498","Puma concolor","species","46513","Late Pleistocene","Holocene","0.126","0","43594"
"1087323","occ","","","136498","Panthera onca","species","46524","Late Pleistocene","Holocene","0.126","0","43594"
"1087326","occ","","","136499","Smilodon populator","species","51618","Late Pleistocene","Holocene","0.126","0","43594"
"1087330","occ","","","71313","Panthera onca","species","46524","Late Pleistocene","Holocene","0.126","0","43594"
"1089561","occ","","","92814","Panthera onca","species","46524","Pleistocene","Holocene","2.588","0","43780"
"1089562","occ","","","92814","Leopardus braccatus","species","251952","Pleistocene","Holocene","2.588","0","43780"
"1089618","occ","","","136913","Hyaena","genus","41024","Late Miocene","","11.608","5.333","43778"
"1091843","occ","","","48325","Viverridae","family","40997","MN 5","","15.97","13.65","43885"
"1091844","occ","","","48325","Pseudaelurus quadridentatus","species","53604","MN 5","","15.97","13.65","43885"
"1106776","occ","","","115191","Herpestes","genus","41005","Pleistocene","","2.588","0.0117","45190"
"1106777","occ","","","115191","Genetta","genus","41003","Pleistocene","","2.588","0.0117","45190"
"1106778","occ","","","115191","Felis silvestris","species","224042","Pleistocene","","2.588","0.0117","45190"
"1106779","occ","","","115191","Caracal caracal","species","224076","Pleistocene","","2.588","0.0117","45190"
"1106780","occ","","","115191","Panthera pardus","species","104158","Pleistocene","","2.588","0.0117","45190"
"1106781","occ","","","115191","Hyaenidae","family","41020","Pleistocene","","2.588","0.0117","45190"
"1115208","occ","","","141367","Puma concolor","species","46513","Late Pleistocene","","0.126","0.0117","45971"
"1115209","occ","","","141367","Panthera onca","species","46524","Late Pleistocene","","0.126","0.0117","45971"
"1118505","occ","","","142016","Felis platensis","species","247633","Early Pleistocene","","2.588","0.781","46109"
"1118506","occ","","","142016","Smilodon populator","species","51618","Early Pleistocene","","2.588","0.781","46109"
"1119339","occ","","","142158","Felidae","family","41045","Late Pleistocene","","0.126","0.0117","46178"
"1119340","occ","","","142158","Smilodon","genus","41079","Late Pleistocene","","0.126","0.0117","46178"
"1131117","occ","","","143885","Hyaenidae","family","41020","Early Pleistocene","","2.588","0.781","46555"
"1137414","occ","","","144977","Homotherium venezuelensis","species","268531","Early Pleistocene","Middle Pleistocene","2.588","0.126","46869"
"1137415","occ","","","144977","Smilodon gracilis","species","51615","Early Pleistocene","Middle Pleistocene","2.588","0.126","46869"
"1139436","occ","","","144976","Smilodon","genus","41079","Late Pleistocene","","0.126","0.0117","46836"
"1139437","occ","","","144976","Panthera leo atrox","subspecies","46509","Late Pleistocene","","0.126","0.0117","46836"
"1142037","occ","","","145500","Panthera","genus","41066","Lujanian","","0.781","0.012","46859"
"1142038","occ","","","145500","Smilodon","genus","41079","Lujanian","","0.781","0.012","46859"
"1149014","occ","","","21725","Kichechia zamanae","species","272081","Early Miocene","","23.03","15.97","47344"
"1149015","occ","","","21725","Pseudaelurus africanus","species","272280","Early Miocene","","23.03","15.97","47344"
"1149023","occ","","","28441","Kichechia zamanae","species","272081","Burdigalian","","20.44","15.97","47344"
"1149172","occ","","","122454","Kichechia zamanae","species","272081","Burdigalian","","20.44","15.97","47344"
"1149200","occ","","","21726","Kichechia zamanae","species","272081","Early Miocene","","23.03","15.97","47344"
"1149201","occ","","","21726","Pseudaelurus africanus","species","272280","Early Miocene","","23.03","15.97","47344"
"1149217","occ","","","146599","Kichechia zamanae","species","272081","Burdigalian","","20.44","15.97","47344"
"1149229","occ","","","146600","Pseudaelurus africanus","species","272280","Early Miocene","","23.03","15.97","47344"
"1149272","occ","","","28441","Ugandictis napakensis","species","272310","Burdigalian","","20.44","15.97","47356"
"1149275","occ","","","21726","Ugandictis napakensis","species","272310","Early Miocene","","23.03","15.97","47356"
"1149276","occ","","","59839","Machairodus kabir","species","272315","Messinian","","7.246","5.333","47358"
"1153831","occ","","","147609","Panthera onca","species","46524","Pleistocene","Holocene","2.588","0","47532"
"1153832","occ","","","147609","Smilodon populator","species","51618","Pleistocene","Holocene","2.588","0","47532"
"1155366","occ","","","147999","Smilodon","genus","41079","Ensenadan","","1.2","0.781","47573"
"1155367","occ","","","147999","Smilodon","genus","41079","Ensenadan","","1.2","0.781","47573"
"1155368","occ","","","147999","Smilodon","genus","41079","Ensenadan","","1.2","0.781","47573"
"1155369","occ","","","147999","Smilodon","genus","41079","Ensenadan","","1.2","0.781","47573"
"1155903","occ","","","147815","Panthera onca","species","46524","Pleistocene","Holocene","2.588","0","47558"
"1156363","occ","","","148309","Leopardus tigrinus","species","224074","Late Pleistocene","Holocene","0.126","0","47592"
"1156364","occ","","","148309","Smilodon populator","species","51618","Late Pleistocene","Holocene","0.126","0","47592"
"1156820","occ","","","148395","Pseudaelurus lorteti","species","96582","Langhian","","15.97","13.82","47649"
"1156840","occ","","","148396","Pseudaelurus turnauensis","species","136632","Langhian","","15.97","13.82","47649"
"1156841","occ","","","148396","Pseudaelurus lorteti","species","96582","Langhian","","15.97","13.82","47649"
"1156864","occ","","","148397","Smilodon populator","species","51618","Holocene","","0.0117","0","47605"
"1156878","occ","","","148401","Pseudaelurus","genus","41072","Langhian","","15.97","13.82","47649"
"1156879","occ","","","148401","Pseudaelurus lorteti","species","96582","Langhian","","15.97","13.82","47649"
"1156895","occ","","","148401","Pseudaelurus romieviensis","species","136633","Langhian","","15.97","13.82","47649"
"1178877","occ","","","18365","Machairodus catocopis","species","47841","Hemphillian","","10.3","4.9","48545"
"1178878","occ","","","18415","Machairodus catocopis","species","47841","Hemphillian","","10.3","4.9","48545"
"1178879","occ","","","18111","Amphimachairodus coloradensis","species","47842","Hemphillian","","10.3","4.9","48545"
"1178880","occ","","","18496","Nimravides pedionomus","species","51145","Clarendonian","","13.6","10.3","48545"
"1178881","occ","","","18497","Machairodus catocopis","species","47841","Hemphillian","","10.3","4.9","48545"
"1179080","occ","","","145508","Panthera onca","species","46524","Pleistocene","","2.588","0.0117","46859"
"1179087","occ","","","145576","Puma","genus","41073","Pleistocene","","2.588","0.0117","46859"
"1179097","occ","","","146602","Felidae","family","41045","Pleistocene","","2.588","0.0117","46859"
"1179856","occ","","","152009","Panthera leo atrox","subspecies","46509","Rancholabrean","","0.3","0.012","48679"
"1181698","occ","","","152265","Panthera blytheae","species","282559","Late Miocene","Early Pliocene","11.608","3.6","48969"
"1181699","occ","","","152266","Panthera blytheae","species","282559","Late Miocene","Early Pliocene","11.608","3.6","48969"
"1181700","occ","","","152267","Panthera blytheae","species","282559","Late Miocene","Early Pliocene","11.608","3.6","48969"
"1183554","occ","","","152598","Homotherium","genus","41056","Pliocene","","5.333","2.588","48828"
"1183557","occ","","","152598","Dinofelis","genus","41052","Pliocene","","5.333","2.588","48828"
"1185080","occ","","","152904","Smilodon fatalis","species","46515","Pleistocene","","2.588","0.0117","49269"
"1185082","occ","","","152904","Miracinonyx inexpectatus","species","45365","Pleistocene","","2.588","0.0117","49269"
"1185320","occ","","","60263","Machairodus","genus","41059","Serravallian","","13.82","11.62","24838"
"1186222","occ","","","152598","Lynx","genus","41058","Pliocene","","5.333","2.588","15259"
"1186223","occ","","","152598","Puma","genus","41073","Pliocene","","5.333","2.588","15259"
"1189480","occ","","","151910","Machairodus","genus","41059","Turolian","","8.7","5.333","48740"
"1189481","occ","","","151910","Felis","genus","41055","Turolian","","8.7","5.333","48740"
"1189482","occ","","","151910","Paramachaerodus","genus","41067","Turolian","","8.7","5.333","48740"
"1189483","occ","","","151910","Adcrocuta","genus","41021","Turolian","","8.7","5.333","48740"
"1190510","occ","","","153676","Smilodon","genus","41079","Late Pleistocene","","0.126","0.0117","49752"
"1195620","occ","","","18541","Machairodus","genus","41059","Clarendonian","Hemphillian","13.6","4.9","10101"
"1196142","occ","","","154722","Smilodon fatalis","species","46515","Late Pleistocene","","0.126","0.0117","50316"
"1196143","occ","","","154722","Lynx rufus","species","46528","Late Pleistocene","","0.126","0.0117","50316"
"1196144","occ","","","154722","Panthera onca","species","46524","Late Pleistocene","","0.126","0.0117","50316"
"1196145","occ","","","154722","Panthera leo atrox","subspecies","46509","Late Pleistocene","","0.126","0.0117","50316"
"1196146","occ","","","154722","Puma concolor","species","46513","Late Pleistocene","","0.126","0.0117","50316"
"1196360","occ","","","18535","Felis rexroadensis","species","46527","Zanclean","","5.333","3.6","50333"
"1196361","occ","","","18535","Amphimachairodus coloradensis","species","47842","Zanclean","","5.333","3.6","50333"
"1196401","occ","","","154771","Lynx rufus","species","46528","Late Pleistocene","","0.126","0.0117","50335"
"1196402","occ","","","154771","Lynx","genus","41058","Late Pleistocene","","0.126","0.0117","50335"
"1196403","occ","","","154771","Panthera onca","species","46524","Late Pleistocene","","0.126","0.0117","50335"
"1196404","occ","","","154771","Miracinonyx inexpectatus","species","45365","Late Pleistocene","","0.126","0.0117","50335"
"1196405","occ","","","154771","Smilodon fatalis","species","46515","Late Pleistocene","","0.126","0.0117","50335"
