"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"363520","occ","","","34436","Adcrocuta","genus","41021","Turolian","","8.7","5.333","9043"
"363521","occ","","","34436","Hyaenictitherium","genus","72177","Turolian","","8.7","5.333","9043"
"363525","occ","","","34436","Machairodus kurteni","species","104513","Turolian","","8.7","5.333","9043"
"363537","occ","","","34437","Lynx","genus","41058","Pliocene","","5.333","2.588","9043"
"363574","occ","","","34444","Chasmaporthetes","genus","41023","Pliocene","","5.333","2.588","9043"
"363575","occ","","","34444","Pliocrocuta perrieri","species","72184","Pliocene","","5.333","2.588","9043"
"363576","occ","","","34444","Lynx","genus","41058","Pliocene","","5.333","2.588","9043"
"363577","occ","","","34444","Acinonyx","genus","41046","Pliocene","","5.333","2.588","9043"
"363578","occ","","","34444","Megantereon megantereon","species","92245","Pliocene","","5.333","2.588","9043"
"363579","occ","","","34444","Homotherium","genus","41056","Pliocene","","5.333","2.588","9043"
"363601","occ","","","34446","Pachycrocuta","genus","41030","Early Pleistocene","","2.588","0.781","9043"
"363602","occ","","","34446","Homotherium","genus","41056","Early Pleistocene","","2.588","0.781","9043"
"363610","occ","","","34447","Pachycrocuta","genus","41030","Early Pleistocene","","2.588","0.781","9043"
"363676","occ","","","34459","Pachycrocuta","genus","41030","Pleistocene","","2.588","0.0117","9073"
"363687","occ","","","34462","Adcrocuta","genus","41021","Late Miocene","","11.608","5.333","9080"
"363688","occ","","","34462","Lycyaena","genus","41028","Late Miocene","","11.608","5.333","9080"
"363689","occ","","","34462","Hyaenotherium","genus","264199","Late Miocene","","11.608","5.333","9080"
"363690","occ","","","34462","Machairodus","genus","41059","Late Miocene","","11.608","5.333","9080"
"365111","occ","","","34592","Homotherium","genus","41056","Villanyian","","3.2","2.588","9135"
"365112","occ","","","34592","Lynx","genus","41058","Villanyian","","3.2","2.588","9135"
"365119","occ","","","34593","Megantereon megantereon","species","92245","Villanyian","Pleistocene","3.2","0.0117","9135"
"365120","occ","","","34593","Lynx","genus","41058","Villanyian","Pleistocene","3.2","0.0117","9135"
"365136","occ","","","34594","Chasmaporthetes","genus","41023","Villanyian","","3.2","2.588","9135"
"365195","occ","","","34607","Hyaena","genus","41024","Neogene","Pleistocene","23.03","0.0117","9138"
"365305","occ","","","34614","Homotherium","genus","41056","Villanyian","","3.2","2.588","9135"
"365306","occ","","","34614","Homotherium","genus","41056","Villanyian","","3.2","2.588","9135"
"365336","occ","10320","","34617","Pachycrocuta","genus","41030","Villanyian","Pleistocene","3.2","0.0117","9147"
"365337","occ","","","34617","Panthera gombaszoegensis","species","56002","Villanyian","Pleistocene","3.2","0.0117","9135"
"365753","occ","","","34642","Allohyaena","genus","41022","Late Miocene","","11.608","5.333","9164"
"365972","occ","","","34655","Lynx","genus","41058","Pliocene","","5.333","2.588","9135"
"366127","occ","","","34667","Felis youngi","species","54357","Pleistocene","","2.588","0.0117","9176"
"367535","occ","","","34764","Homotherium","genus","41056","Villanyian","Pleistocene","3.2","0.0117","9135"
"367575","occ","","","34766","Felidae","family","41045","Early Pleistocene","","2.588","0.781","9135"
"367691","occ","","","34782","Panthera gombaszoegensis","species","56002","Early Pleistocene","","2.588","0.781","9135"
"367731","occ","","","34784","Megantereon cultridens","species","129878","Early Pleistocene","","2.588","0.781","9135"
"367732","occ","","","34784","Lynx","genus","41058","Early Pleistocene","","2.588","0.781","9135"
"367965","occ","","","34808","Panthera gombaszoegensis","species","56002","Early Pleistocene","Middle Pleistocene","2.588","0.126","9135"
"367969","occ","","","34809","Panthera leo","species","46521","Pleistocene","","2.588","0.0117","9135"
"367981","occ","","","34811","Megantereon cultridens","species","129878","Pliocene","Pleistocene","5.333","0.0117","9135"
"368279","occ","","","34842","Lynx","genus","41058","Middle Pleistocene","","0.781","0.126","9314"
"368517","occ","","","34870","Crocuta crocuta","species","232133","Pleistocene","","2.588","0.0117","9345"
"368587","occ","","","34872","Crocuta crocuta","species","232133","Pleistocene","","2.588","0.0117","9345"
"368592","occ","","","34872","Lynx","genus","41058","Pleistocene","","2.588","0.0117","9345"
"368998","occ","","","34898","Homotherium","genus","41056","Early Pleistocene","","2.588","0.781","9343"
"368999","occ","","","34898","Megantereon whitei","species","92246","Early Pleistocene","","2.588","0.781","9364"
"369000","occ","","","34898","Lynx","genus","41058","Early Pleistocene","","2.588","0.781","9364"
"369001","occ","","","34898","Pachycrocuta","genus","41030","Early Pleistocene","","2.588","0.781","9343"
"369047","occ","10503","","34911","Lynx","genus","41058","Early Pleistocene","","2.588","0.781","9910"
"369048","occ","","","34911","Panthera gombaszoegensis","species","56002","Early Pleistocene","","2.588","0.781","9372"
"369049","occ","10504","","34911","Megantereon cultridens","species","129878","Early Pleistocene","","2.588","0.781","9910"
"369050","occ","10505","","34911","Panthera","genus","41066","Early Pleistocene","","2.588","0.781","9910"
"369051","occ","","","34911","Acinonyx","genus","41046","Early Pleistocene","","2.588","0.781","9372"
"369052","occ","","","34911","Pachycrocuta","genus","41030","Early Pleistocene","","2.588","0.781","9372"
"369060","occ","","","34911","Homotherium","genus","41056","Early Pleistocene","","2.588","0.781","9373"
"369097","occ","","","34916","Panthera gombaszoegensis","species","56002","Early Pleistocene","","2.588","0.781","9345"
"369099","occ","","","34916","Crocuta crocuta","species","232133","Early Pleistocene","","2.588","0.781","9345"
"369170","occ","","","34920","Homotherium","genus","41056","Pleistocene","","2.588","0.0117","9345"
"369173","occ","","","34920","Panthera gombaszoegensis","species","56002","Pleistocene","","2.588","0.0117","9345"
"369174","occ","","","34920","Crocuta crocuta","species","232133","Pleistocene","","2.588","0.0117","9345"
"369193","occ","","","34925","Crocuta crocuta","species","232133","Middle Pleistocene","","0.781","0.126","9345"
"369195","occ","","","34925","Panthera gombaszoegensis","species","56002","Middle Pleistocene","","0.781","0.126","9345"
"369202","occ","","","34926","Panthera leo","species","46521","Middle Pleistocene","","0.781","0.126","9345"
"369227","occ","","","34927","Panthera leo","species","46521","Middle Pleistocene","","0.781","0.126","9345"
"369249","occ","","","34929","Lynx","genus","41058","Villanyian","","3.2","2.588","9381"
"369250","occ","","","34929","Felis","genus","41055","Villanyian","","3.2","2.588","10965"
"369254","occ","","","34929","Pachycrocuta","genus","41030","Villanyian","","3.2","2.588","10965"
"369644","occ","","","34943","Megantereon whitei","species","92246","Early Pleistocene","","2.588","0.781","9388"
"369700","occ","","","34985","Crocuta crocuta","species","232133","Middle Pleistocene","","0.781","0.126","9390"
"369787","occ","","","34940","Panthera leo","species","46521","Pleistocene","","2.588","0.0117","9383"
"369788","occ","","","34940","Panthera","genus","41066","Pleistocene","","2.588","0.0117","9383"
"370250","occ","","","35045","Felis silvestris","species","224042","Middle Pleistocene","","0.781","0.126","9309"
"370251","occ","","","35045","Lynx","genus","41058","Middle Pleistocene","","0.781","0.126","9309"
"370254","occ","","","35045","Crocuta","genus","45364","Middle Pleistocene","","0.781","0.126","9309"
"370435","occ","","","35076","Felis silvestris","species","224042","Pliocene","Pleistocene","5.333","0.0117","9424"
"370436","occ","","","35076","Felidae","family","41045","Pliocene","Pleistocene","5.333","0.0117","9424"
"370437","occ","","","35076","Machairodontinae","subfamily","65494","Pliocene","Pleistocene","5.333","0.0117","9424"
"370532","occ","","","35078","Panthera gombaszoegensis","species","56002","Early Pleistocene","Middle Pleistocene","2.588","0.126","9469"
"370533","occ","","","35078","Hyaenidae","family","41020","Early Pleistocene","Middle Pleistocene","2.588","0.126","9469"
"370534","occ","","","35078","Homotherium","genus","41056","Early Pleistocene","Middle Pleistocene","2.588","0.126","9469"
"372669","occ","","","35277","Tungurictis","genus","41016","Late Miocene","","11.608","5.333","9487"
"372670","occ","","","35277","Machairodus","genus","41059","Late Miocene","","11.608","5.333","9487"
"372776","occ","","","35281","Tungurictis","genus","41016","Late Miocene","","11.608","5.333","9487"
"373478","occ","","","35354","Felis","genus","41055","Ruscinian","Villanyian","5.333","2.588","9534"
"373479","occ","","","35354","Lynx","genus","41058","Ruscinian","Villanyian","5.333","2.588","9534"
"373553","occ","","","35358","Felis","genus","41055","Villanyian","","3.2","2.588","9534"
"373596","occ","","","35359","Lynx","genus","41058","Pliocene","Pleistocene","5.333","0.0117","9534"
"373597","occ","10406","","35359","Homotherium","genus","41056","Pliocene","Pleistocene","5.333","0.0117","9580"
"374112","occ","","","35368","Felidae","family","41045","Villanyian","","3.2","2.588","9534"
"374173","occ","","","35369","Felis","genus","41055","Villanyian","","3.2","2.588","9534"
"374174","occ","","","35369","Lynx lynx","species","104160","Villanyian","","3.2","2.588","9534"
"374175","occ","","","35369","Panthera","genus","41066","Villanyian","","3.2","2.588","9534"
"374176","occ","10404","","35369","Panthera gombaszoegensis","species","56002","Villanyian","","3.2","2.588","9580"
"374177","occ","","","35369","Felidae","family","41045","Villanyian","","3.2","2.588","9534"
"374178","occ","10407","","35369","Homotherium","genus","41056","Villanyian","","3.2","2.588","9580"
"374271","occ","","","35371","Felis","genus","41055","Villanyian","","3.2","2.588","9534"
"374272","occ","","","35371","Lynx","genus","41058","Villanyian","","3.2","2.588","9534"
"374349","occ","","","35374","Pachycrocuta","genus","41030","Villanyian","","3.2","2.588","9534"
"374350","occ","","","35374","Felis","genus","41055","Villanyian","","3.2","2.588","9534"
"374351","occ","","","35374","Lynx","genus","41058","Villanyian","","3.2","2.588","9534"
"374352","occ","","","35374","Panthera","genus","41066","Villanyian","","3.2","2.588","9534"
"374353","occ","","","35374","Panthera","genus","41066","Villanyian","","3.2","2.588","9534"
"374354","occ","10408","","35374","Homotherium","genus","41056","Villanyian","","3.2","2.588","9580"
"374422","occ","","","35383","Felidae","family","41045","Pliocene","Pleistocene","5.333","0.0117","9534"
"375051","occ","","","35428","Felis","genus","41055","Early Pleistocene","","2.588","0.781","9534"
"375052","occ","","","35428","Lynx","genus","41058","Early Pleistocene","","2.588","0.781","9534"
"375094","occ","","","35430","Machairodus","genus","41059","Late Hemphillian","","10.3","4.9","9574"
"375284","occ","","","35441","Semigenetta","genus","41013","Langhian","","15.97","13.82","9576"
"375636","occ","","","35457","Felis","genus","41055","Early Pleistocene","","2.588","0.781","9534"
"375637","occ","10405","","35457","Panthera gombaszoegensis","species","56002","Early Pleistocene","","2.588","0.781","9580"
"376000","occ","10410","","35472","Panthera gombaszoegensis","species","56002","Middle Pleistocene","","0.781","0.126","9580"
"376096","occ","10411","","35476","Panthera gombaszoegensis","species","56002","Middle Pleistocene","","0.781","0.126","9580"
"377507","occ","","","19538","Pseudaelurus","genus","41072","early Early Hemphillian","","10.3","4.9","9619"
"377508","occ","","","19538","Machairodus catocopis","species","47841","early Early Hemphillian","","10.3","4.9","9619"
"380830","occ","","","36134","Panthera pardus","species","104158","Middle Pleistocene","","0.781","0.126","9695"
"380856","occ","","","36139","Felis","genus","41055","Late Miocene","","11.608","5.333","9700"
"381190","occ","","","36206","Felis","genus","41055","Middle Pleistocene","","0.781","0.126","9643"
"381191","occ","","","36206","Panthera pardus","species","104158","Middle Pleistocene","","0.781","0.126","9643"
"381192","occ","","","36206","Homotherium","genus","41056","Middle Pleistocene","","0.781","0.126","9643"
"381232","occ","","","22728","Panthera gombaszoegensis","species","56002","Pleistocene","","2.588","0.0117","9643"
"381233","occ","","","22728","Pachycrocuta","genus","41030","Pleistocene","","2.588","0.0117","9643"
"381234","occ","","","22728","Crocuta crocuta","species","232133","Pleistocene","","2.588","0.0117","9643"
"381236","occ","","","22728","Homotherium","genus","41056","Pleistocene","","2.588","0.0117","9643"
"381398","occ","","","36214","Felis","genus","41055","Middle Pleistocene","","0.781","0.126","9643"
"381399","occ","","","36214","Lynx","genus","41058","Middle Pleistocene","","0.781","0.126","9643"
"381400","occ","","","36214","Panthera gombaszoegensis","species","56002","Middle Pleistocene","","0.781","0.126","9643"
"381401","occ","","","36214","Panthera pardus","species","104158","Middle Pleistocene","","0.781","0.126","9643"
"381402","occ","","","36214","Homotherium","genus","41056","Middle Pleistocene","","0.781","0.126","9643"
"381403","occ","","","36214","Pliocrocuta perrieri","species","72184","Middle Pleistocene","","0.781","0.126","9643"
"381465","occ","","","36219","Pachycrocuta","genus","41030","Middle Pleistocene","","0.781","0.126","9643"
"381498","occ","","","36220","Homotherium","genus","41056","Middle Pleistocene","","0.781","0.126","9643"
"381499","occ","","","36220","Felis","genus","41055","Middle Pleistocene","","0.781","0.126","9643"
"381501","occ","","","36220","Pachycrocuta","genus","41030","Middle Pleistocene","","0.781","0.126","9643"
"381502","occ","","","36220","Hyaena","genus","41024","Middle Pleistocene","","0.781","0.126","9643"
"381504","occ","","","36220","Felidae","family","41045","Middle Pleistocene","","0.781","0.126","9643"
"382317","occ","","","36317","Viverra","genus","41018","Late Pliocene","","3.6","2.588","9739"
"382554","occ","12461","","36373","Homotherium","genus","41056","Pleistocene","","2.588","0.0117","7009"
"382555","occ","12462","","36373","Panthera pardus","species","104158","Pleistocene","","2.588","0.0117","7009"
"382557","occ","","","36373","Lynx","genus","41058","Pleistocene","","2.588","0.0117","9754"
"382560","occ","","","36373","Hyaena","genus","41024","Pleistocene","","2.588","0.0117","9754"
"384382","occ","","","36583","Felis","genus","41055","Pleistocene","","2.588","0.0117","9810"
"384451","occ","","","36584","Hyaena","genus","41024","Pleistocene","","2.588","0.0117","9810"
"384484","occ","","","36585","Panthera pardus","species","104158","Pleistocene","","2.588","0.0117","9810"
"384485","occ","","","36585","Panthera tigris","species","104157","Pleistocene","","2.588","0.0117","9810"
"384486","occ","","","36585","Hyaena","genus","41024","Pleistocene","","2.588","0.0117","9810"
"384498","occ","","","36586","Hyaena","genus","41024","Pleistocene","","2.588","0.0117","9810"
"384519","occ","","","36587","Viverricula malaccensis","species","231969","Pleistocene","","2.588","0.0117","9810"
"384520","occ","","","36587","Hyaena","genus","41024","Pleistocene","","2.588","0.0117","9810"
"384521","occ","","","36587","Hyaena","genus","41024","Pleistocene","","2.588","0.0117","9810"
"384522","occ","","","36587","Megantereon nihowanensis","species","129880","Pleistocene","","2.588","0.0117","9810"
"385327","occ","","","36706","Lynx","genus","41058","Middle Pleistocene","","0.781","0.126","9309"
"385582","occ","","","36729","Panthera pardus","species","104158","Late Pleistocene","","0.126","0.0117","9836"
"385596","occ","","","36730","Panthera pardus","species","104158","Late Pleistocene","","0.126","0.0117","9836"
"385968","occ","","","36517","Uncia spelea","species","308748","Pleistocene","","2.588","0.0117","9858"
"385969","occ","","","36517","Crocuta crocuta","species","232133","Pleistocene","","2.588","0.0117","9858"
"386516","occ","","","36868","Crocuta crocuta","species","232133","Middle Pleistocene","Late Pleistocene","0.781","0.0117","9871"
"387464","occ","","","37024","Megantereon whitei","species","92246","Pleistocene","","2.588","0.0117","9913"
"387465","occ","","","37024","Lynx","genus","41058","Pleistocene","","2.588","0.0117","9913"
"387466","occ","","","37024","Felis","genus","41055","Pleistocene","","2.588","0.0117","9913"
"387467","occ","","","37024","Panthera gombaszoegensis","species","56002","Pleistocene","","2.588","0.0117","9913"
"387490","occ","","","37026","Lynx","genus","41058","Pleistocene","","2.588","0.0117","9913"
"387576","occ","","","37047","Ictitherium","genus","41026","MN 12","","7.75","7.246","9926"
"387713","occ","","","37064","Crocuta","genus","45364","Pleistocene","Holocene","2.588","0","9935"
"387714","occ","","","37064","Paguma larvata","species","232933","Pleistocene","Holocene","2.588","0","9935"
"387715","occ","","","37064","Felis","genus","41055","Pleistocene","Holocene","2.588","0","9935"
"387970","occ","10509","","37085","Nimravidae","family","41036","Rupelian","","33.9","28.1","9725"
"388514","occ","","","22492","Hyaena","genus","41024","Gelasian","Calabrian","2.588","0.781","9955"
"388539","occ","","","22494","Panthera","genus","41066","Gelasian","Calabrian","2.588","0.781","9955"
"388540","occ","","","22494","Genetta","genus","41003","Gelasian","Calabrian","2.588","0.781","9955"
"388992","occ","","","37203","Panthera tigris","species","104157","Pleistocene","","2.588","0.0117","9974"
"389081","occ","","","37207","Viverra leakeyi","species","199983","Pliocene","","5.333","2.588","10003"
"394899","occ","","","22491","Hyaenidae","family","41020","Gelasian","Calabrian","2.588","0.781","5626"
"395162","occ","","","22491","Panthera","genus","41066","Gelasian","Calabrian","2.588","0.781","9955"
"395163","occ","","","22491","Felis","genus","41055","Gelasian","Calabrian","2.588","0.781","9955"
"395164","occ","","","22491","Crocuta crocuta","species","232133","Gelasian","Calabrian","2.588","0.781","9955"
"395165","occ","","","22491","Viverridae","family","40997","Gelasian","Calabrian","2.588","0.781","9955"
"395176","occ","","","22494","Dinofelis","genus","41052","Gelasian","Calabrian","2.588","0.781","5626"
"395177","occ","","","22494","Hyaenidae","family","41020","Gelasian","Calabrian","2.588","0.781","5626"
"395181","occ","","","22494","Felis","genus","41055","Gelasian","Calabrian","2.588","0.781","9955"
"395189","occ","","","22492","Panthera","genus","41066","Gelasian","Calabrian","2.588","0.781","9955"
"395190","occ","","","22492","Genetta","genus","41003","Gelasian","Calabrian","2.588","0.781","9955"
"395204","occ","","","22498","Panthera","genus","41066","Gelasian","Calabrian","2.588","0.781","9955"
"395205","occ","","","22498","Hyaena","genus","41024","Gelasian","Calabrian","2.588","0.781","9955"
"395344","occ","","","38039","Crocuta crocuta","species","232133","Pleistocene","","2.588","0.0117","4918"
"395345","occ","","","38039","Mungos","genus","41009","Pleistocene","","2.588","0.0117","4918"
"395346","occ","","","38039","Herpestes ichneumon","species","104161","Pleistocene","","2.588","0.0117","4918"
"398264","occ","","","13066","Panthera onca","species","46524","Pleistocene","","2.588","0.0117","10274"
"398265","occ","","","13066","Miracinonyx inexpectatus","species","45365","Pleistocene","","2.588","0.0117","10274"
"398266","occ","","","13066","Felis","genus","41055","Pleistocene","","2.588","0.0117","10274"
"398267","occ","","","13066","Lynx rufus","species","46528","Pleistocene","","2.588","0.0117","10274"
"398887","occ","","","38314","Homotherium","genus","41056","Middle Pleistocene","","0.781","0.126","10278"
"400238","occ","","","38060","Kichechia zamanae","species","272081","Burdigalian","","20.44","15.97","10163"
"402769","occ","","","38649","Hyaena","genus","41024","Middle Pleistocene","","0.781","0.126","10365"
"405250","occ","13086","","38892","Hyaena","genus","41024","Pliocene","","5.333","2.588","13549"
"405251","occ","13087","","38892","Acinonyx","genus","41046","Pliocene","","5.333","2.588","13549"
"405252","occ","13088","","38892","Megantereon cultridens","species","129878","Pliocene","","5.333","2.588","13549"
"405258","occ","12275","","38892","Chasmaporthetes","genus","41023","Pliocene","","5.333","2.588","7584"
"405259","occ","10905","","38892","Acinonyx","genus","41046","Pliocene","","5.333","2.588","10948"
"405260","occ","12290","","38892","Homotherium","genus","41056","Pliocene","","5.333","2.588","9580"
"407960","occ","","","11803","Hyaena","genus","41024","Late Pleistocene","","0.126","0.0117","10604"
"407961","occ","","","11803","Hyaena","genus","41024","Late Pleistocene","","0.126","0.0117","10604"
"407966","occ","","","11803","Panthera pardus","species","104158","Late Pleistocene","","0.126","0.0117","10604"
"407996","occ","","","39252","Hyaena","genus","41024","Pleistocene","","2.588","0.0117","10604"
"407999","occ","","","39252","Panthera pardus","species","104158","Pleistocene","","2.588","0.0117","10604"
"408439","occ","","","39314","Hyaenidae","family","41020","Pleistocene","","2.588","0.0117","10617"
"408445","occ","","","39314","Panthera pardus","species","104158","Pleistocene","","2.588","0.0117","10617"
"408446","occ","12418","","39314","Lynx","genus","41058","Pleistocene","","2.588","0.0117","9580"
"408447","occ","","","39314","Caracal caracal","species","224076","Pleistocene","","2.588","0.0117","10617"
"408448","occ","","","39314","Felinae","subfamily","57432","Pleistocene","","2.588","0.0117","10617"
"408556","occ","","","39322","Pliocrocuta perrieri","species","72184","Pliocene","Pleistocene","5.333","0.0117","10617"
"408557","occ","","","39322","Panthera","genus","41066","Pliocene","Pleistocene","5.333","0.0117","10617"
"409295","occ","11028","","39409","Pliocrocuta perrieri","species","72184","Pliocene","","5.333","2.588","10647"
"409296","occ","","","39409","Pachycrocuta","genus","41030","Pliocene","","5.333","2.588","10647"
"409297","occ","11029","","39409","Lynx","genus","41058","Pliocene","","5.333","2.588","10647"
"409298","occ","","","39409","Acinonyx","genus","41046","Pliocene","","5.333","2.588","10647"
"409299","occ","11030","","39409","Homotherium","genus","41056","Pliocene","","5.333","2.588","10647"
"409301","occ","","","39410","Pliocrocuta perrieri","species","72184","Pliocene","","5.333","2.588","10647"
"409302","occ","","","39411","Pliocrocuta perrieri","species","72184","Pliocene","","5.333","2.588","10647"
"409303","occ","","","39411","Acinonyx","genus","41046","Pliocene","","5.333","2.588","10647"
"409346","occ","10787","","13304","Pachycrocuta","genus","41030","Late Pliocene","Middle Pleistocene","3.6","0.126","10899"
"409347","occ","10788","","13304","Pachycrocuta","genus","41030","Late Pliocene","Middle Pleistocene","3.6","0.126","10899"
"409348","occ","","","13304","Crocuta crocuta","species","232133","Late Pliocene","Middle Pleistocene","3.6","0.126","10648"
"411025","occ","","","39709","Semigenetta","genus","41013","Tortonian","","11.62","7.246","10749"
"411047","occ","","","39714","Semigenetta","genus","41013","Sarmatian","","12.7","11.608","10749"
"411048","occ","","","39714","Herpestes","genus","41005","Sarmatian","","12.7","11.608","10749"
"412055","occ","11055","","39845","Lynx","genus","41058","Pliocene","","5.333","2.588","10805"
"412067","occ","10785","","39846","Pliocrocuta perrieri","species","72184","Pliocene","","5.333","2.588","9147"
"412068","occ","","","39846","Homotherium","genus","41056","Pliocene","","5.333","2.588","11025"
"412069","occ","","","39846","Megantereon megantereon","species","92245","Pliocene","","5.333","2.588","11025"
"412070","occ","11061","","39846","Lynx","genus","41058","Pliocene","","5.333","2.588","10805"
"412081","occ","10763","","39848","Pachycrocuta","genus","41030","Early Pleistocene","","2.588","0.781","10899"
"414554","occ","","","40113","Felidae","family","41045","Pliocene","","5.333","2.588","10873"
"414555","occ","","","40113","Machairodontinae","subfamily","65494","Pliocene","","5.333","2.588","10873"
"415243","occ","10764","","36220","Pachycrocuta","genus","41030","Middle Pleistocene","","0.781","0.126","10899"
"415530","occ","10765","","40266","Pachycrocuta","genus","41030","Early Pleistocene","","2.588","0.781","10899"
"415531","occ","","","40266","Panthera","genus","41066","Early Pleistocene","","2.588","0.781","10889"
"415532","occ","","","40266","Felis","genus","41055","Early Pleistocene","","2.588","0.781","10889"
"416072","occ","","","40341","Panthera pardus","species","104158","Middle Pleistocene","","0.781","0.126","10880"
"416076","occ","","","40341","Crocuta crocuta","species","232133","Middle Pleistocene","","0.781","0.126","10880"
"416594","occ","10762","","40392","Dinofelis","genus","41052","Pliocene","","5.333","2.588","7584"
"416595","occ","12419","","40392","Lynx","genus","41058","Pliocene","","5.333","2.588","9580"
"416596","occ","","","40392","Machairodus","genus","41059","Pliocene","","5.333","2.588","10898"
"416630","occ","12420","","40394","Lynx","genus","41058","Ruscinian","","5.333","3.2","13592"
"416650","occ","10826","","40398","Pachycrocuta","genus","41030","Pleistocene","","2.588","0.0117","10904"
"416652","occ","10828","","40398","Panthera gombaszoegensis","species","56002","Pleistocene","","2.588","0.0117","9147"
"416656","occ","","","40398","Felis","genus","41055","Pleistocene","","2.588","0.0117","10904"
"416657","occ","","","40398","Homotherium","genus","41056","Pleistocene","","2.588","0.0117","10904"
"416697","occ","","","40401","Homotherium","genus","41056","Early Pleistocene","","2.588","0.781","10904"
"417542","occ","","","40497","Panthera","genus","41066","Middle Pleistocene","Late Pleistocene","0.781","0.0117","10916"
"417543","occ","","","40497","Hyaena","genus","41024","Middle Pleistocene","Late Pleistocene","0.781","0.0117","10916"
"417582","occ","12276","","40500","Chasmaporthetes","genus","41023","Early Pleistocene","","2.588","0.781","7584"
"417583","occ","","","40500","Crocuta","genus","45364","Early Pleistocene","","2.588","0.781","10917"
"417603","occ","10829","","40502","Panthera gombaszoegensis","species","56002","Pleistocene","","2.588","0.0117","9147"
"418110","occ","10901","","40548","Chasmaporthetes","genus","41023","Ruscinian","","5.333","3.2","10948"
"418111","occ","10902","","40548","Hyaena","genus","41024","Ruscinian","","5.333","3.2","10948"
"418112","occ","","","40548","Lynx","genus","41058","Ruscinian","","5.333","3.2","10947"
"418113","occ","","","40548","Machairodontinae","subfamily","65494","Ruscinian","","5.333","3.2","10947"
"418114","occ","","","40548","Felinae","subfamily","57432","Ruscinian","","5.333","3.2","10947"
"418296","occ","","","40564","Hyaena","genus","41024","Pliocene","","5.333","2.588","10949"
"418297","occ","12421","","40564","Lynx","genus","41058","Pliocene","","5.333","2.588","9580"
"418309","occ","12283","","36112","Pliocrocuta perrieri","species","72184","MN 17","","2.588","1.806","9580"
"418310","occ","","","36112","Chasmaporthetes","genus","41023","MN 17","","2.588","1.806","10948"
"418311","occ","","","36112","Acinonyx","genus","41046","MN 17","","2.588","1.806","10948"
"418312","occ","13218","","36112","Lynx","genus","41058","MN 17","","2.588","1.806","10948"
"418313","occ","","","36112","Panthera","genus","41066","MN 17","","2.588","1.806","10948"
"418314","occ","","","36112","Megantereon megantereon","species","92245","MN 17","","2.588","1.806","13795"
"418326","occ","","","34392","Hyaena","genus","41024","Turolian","","8.7","5.333","10946"
"418327","occ","","","34392","Felidae","family","41045","Turolian","","8.7","5.333","10946"
"418331","occ","","","34391","Ictitherium","genus","41026","Turolian","","8.7","5.333","10946"
"418339","occ","","","34434","Chasmaporthetes","genus","41023","Pliocene","Pleistocene","5.333","0.0117","10946"
"418340","occ","","","34434","Pachycrocuta","genus","41030","Pliocene","Pleistocene","5.333","0.0117","10946"
"418352","occ","","","34396","Felidae","family","41045","Pliocene","","5.333","2.588","10946"
"419025","occ","","","39409","Felidae","family","41045","Pliocene","","5.333","2.588","10960"
"419132","occ","","","40721","Felidae","family","41045","Burdigalian","","20.44","15.97","10966"
"419635","occ","","","40758","Felis","genus","41055","Turolian","","8.7","5.333","11045"
"419636","occ","","","40758","Dinofelis","genus","41052","Turolian","","8.7","5.333","11045"
"419637","occ","11088","","40758","Amphimachairodus giganteus","species","280637","Turolian","","8.7","5.333","10999"
"419638","occ","","","40758","Paramachaerodus","genus","41067","Turolian","","8.7","5.333","10999"
"419639","occ","11089","","40758","Thalassictis","genus","41035","Turolian","","8.7","5.333","10999"
"419655","occ","","","35339","Metailurus","genus","41062","Turolian","","8.7","5.333","11002"
"419656","occ","","","35339","Machairodus","genus","41059","Turolian","","8.7","5.333","11002"
"419660","occ","","","35339","Adcrocuta","genus","41021","Turolian","","8.7","5.333","11002"
"419661","occ","","","35339","Thalassictis","genus","41035","Turolian","","8.7","5.333","11002"
"419662","occ","","","35339","Plioviverrops","genus","41033","Turolian","","8.7","5.333","11002"
"419663","occ","","","35339","Lycyaena","genus","41028","Turolian","","8.7","5.333","11002"
"419725","occ","","","40768","Felidae","family","41045","Vallesian","","11.608","8.7","11011"
"419726","occ","","","40768","Machairodus","genus","41059","Vallesian","","11.608","8.7","11011"
"419727","occ","","","40768","Machairodus","genus","41059","Vallesian","","11.608","8.7","11011"
"419728","occ","","","40768","Protictitherium","genus","41034","Vallesian","","11.608","8.7","11011"
"419729","occ","","","40768","Plioviverrops","genus","41033","Vallesian","","11.608","8.7","11011"
"419730","occ","","","40768","Lycyaena","genus","41028","Vallesian","","11.608","8.7","11011"
"419947","occ","","","39846","Felis","genus","41055","Pliocene","","5.333","2.588","11025"
"420017","occ","11530","","40808","Pachycrocuta","genus","41030","Middle Pleistocene","","0.781","0.126","11028"
"420018","occ","","","40808","Homotherium","genus","41056","Middle Pleistocene","","0.781","0.126","11028"
"420019","occ","11064","","40808","Panthera gombaszoegensis","species","56002","Middle Pleistocene","","0.781","0.126","9147"
"421612","occ","","","40994","Pachycrocuta","genus","41030","Early Pleistocene","","2.588","0.781","11051"
"421651","occ","","","40999","Pachycrocuta","genus","41030","Early Pleistocene","","2.588","0.781","11051"
"421692","occ","","","41005","Pachycrocuta","genus","41030","Early Pleistocene","","2.588","0.781","11051"
